ApplicantID,Gender,Age,MonthlyIncome,LoanAmount,CreditScore,EmploymentStatus,ExistingLoans,LoanTerm,PropertyArea,LoanApproved
LP001343,Male,37,6710.0,201500.0,683.0,Employed,2,360,Rural,1
LP001344,Male,33,1290.0,43800.0,660.0,Employed,2,180,Urban,1
LP001345,Male,35,2670.0,65000.0,627.0,Employed,0,360,Urban,1
LP001346,Male,55,7640.0,176800.0,738.0,Employed,2,60,Urban,1
LP001347,Male,44,1650.0,31300.0,490.0,Unemployed,1,120,Semi-Urban,0
LP001348,Male,34,1680.0,13900.0,602.0,Employed,1,60,Rural,1
LP001349,Male,45,6690.0,110000.0,695.0,Self-Employed,2,120,Rural,1
LP001350,Male,34,5540.0,139300.0,811.0,Employed,0,120,Semi-Urban,1
LP001351,Male,50,1400.0,30000.0,536.0,Unemployed,0,360,Semi-Urban,1
LP001352,Female,42,7270.0,147700.0,710.0,Employed,0,36,Urban,0
LP001353,Female,36,5810.0,152100.0,590.0,Self-Employed,1,180,Urban,1
LP001354,Male,42,2550.0,64500.0,610.0,Employed,1,180,Semi-Urban,1
LP001355,Male,21,9250.0,237800.0,729.0,Employed,2,360,Semi-Urban,1
LP001356,Male,25,11780.0,340500.0,672.0,Employed,2,360,Semi-Urban,1
LP001357,Male,24,2790.0,50200.0,767.0,Employed,1,360,Rural,1
LP001358,Male,39,1300.0,36300.0,626.0,Unemployed,2,360,Semi-Urban,0
LP001359,Female,57,840.0,27800.0,423.0,Unemployed,0,360,Semi-Urban,0
LP001360,Male,62,4070.0,77400.0,590.0,,0,360,Urban,1
LP001361,Male,45,5880.0,146700.0,665.0,Employed,2,240,Rural,1
LP001362,Male,43,14700.0,234100.0,552.0,Self-Employed,0,36,Semi-Urban,0
LP001363,Male,21,1580.0,46800.0,600.0,Employed,0,180,Rural,1
LP001364,Male,32,12960.0,500000.0,787.0,Employed,1,240,Semi-Urban,1
LP001365,Female,29,4340.0,150300.0,639.0,Employed,0,180,Semi-Urban,0
LP001366,Male,31,7200.0,97500.0,698.0,Employed,2,120,Semi-Urban,1
LP001367,Female,36,7630.0,100400.0,677.0,Employed,0,180,Urban,1
LP001368,Female,32,8140.0,294200.0,629.0,Employed,0,360,Semi-Urban,1
LP001369,Male,21,5620.0,101500.0,555.0,Employed,0,36,Rural,0
LP001370,Male,46,7760.0,337200.0,697.0,Self-Employed,1,360,Urban,1
LP001371,Male,26,6370.0,223500.0,789.0,Employed,0,240,Urban,1
LP001372,Male,40,3840.0,96400.0,631.0,Employed,1,360,Semi-Urban,1
LP001373,Male,60,2070.0,42500.0,650.0,Employed,2,360,Urban,1
LP001374,Female,27,2780.0,108600.0,496.0,Employed,3,360,Semi-Urban,0
LP001375,Male,21,5130.0,140400.0,629.0,Employed,0,180,Semi-Urban,1
LP001376,Male,34,3520.0,70700.0,705.0,Employed,1,120,Urban,1
LP001377,Female,50,3530.0,44800.0,735.0,Employed,1,180,Rural,1
LP001378,Male,59,22240.0,338200.0,651.0,Self-Employed,3,360,Semi-Urban,0
LP001379,Female,24,8710.0,253200.0,457.0,Employed,5,360,Rural,0
LP001380,Male,43,5290.0,223200.0,645.0,Self-Employed,0,360,Semi-Urban,1
LP001381,Male,32,7860.0,161100.0,607.0,Employed,1,60,Rural,0
LP001382,Female,36,4310.0,103000.0,656.0,Employed,0,180,Urban,1
LP001383,Male,67,6820.0,179100.0,671.0,,0,120,Urban,1
LP001384,Female,21,6930.0,63200.0,759.0,Employed,0,12,Urban,0
LP001385,Female,40,4320.0,63600.0,,Employed,1,120,Semi-Urban,1
LP001386,Female,43,3910.0,62600.0,786.0,Self-Employed,1,60,Rural,1
LP001387,Male,49,10650.0,227700.0,627.0,Employed,0,360,Semi-Urban,1
LP001388,Male,39,9700.0,118300.0,573.0,Self-Employed,1,120,Rural,0
LP001389,Female,41,1570.0,39400.0,789.0,Employed,0,120,Urban,1
LP001390,Female,33,3950.0,88000.0,712.0,Self-Employed,1,360,Urban,1
LP001391,Female,40,3530.0,50600.0,624.0,Employed,0,180,Rural,1
LP001392,Male,34,3860.0,40000.0,712.0,Employed,0,12,Semi-Urban,0
LP001393,Male,44,8730.0,216800.0,742.0,Employed,0,120,Rural,1
LP001394,Female,33,5490.0,102900.0,688.0,Employed,0,60,Urban,1
LP001395,Male,42,2530.0,49900.0,625.0,Employed,1,60,Rural,1
LP001396,Female,37,4400.0,37100.0,646.0,Employed,0,36,Semi-Urban,1
LP001397,Female,50,7320.0,188600.0,701.0,Employed,1,180,Semi-Urban,1
LP001398,Male,37,4810.0,38600.0,694.0,Employed,0,60,Urban,1
LP001399,Female,21,3810.0,76200.0,770.0,Employed,1,180,Semi-Urban,1
LP001400,Female,51,1770.0,33600.0,524.0,Unemployed,2,360,Rural,0
LP001401,Male,28,11200.0,254500.0,607.0,Employed,0,180,Rural,1
LP001402,Female,30,6100.0,211400.0,850.0,Employed,1,360,Urban,1
LP001403,Male,31,4970.0,173900.0,693.0,Employed,0,180,Urban,1
LP001404,Female,53,21490.0,500000.0,742.0,Employed,1,180,Semi-Urban,1
LP001405,Male,21,800.0,25500.0,619.0,Unemployed,0,360,Urban,1
LP001406,Female,68,5350.0,96400.0,693.0,Employed,1,36,Semi-Urban,1
LP001407,Male,49,800.0,9500.0,562.0,Unemployed,1,60,Urban,1
LP001408,Male,40,5800.0,192100.0,399.0,Employed,3,240,Urban,0
LP001409,Female,37,2660.0,77800.0,600.0,Self-Employed,1,180,Semi-Urban,1
LP001410,Male,41,9170.0,346300.0,704.0,Employed,1,360,Semi-Urban,1
LP001411,Male,43,20590.0,500000.0,476.0,Self-Employed,0,360,Semi-Urban,0
LP001412,Female,45,13610.0,387100.0,615.0,Employed,3,180,Rural,1
LP001413,Female,44,10650.0,226700.0,694.0,Employed,2,180,Urban,1
LP001414,Male,38,4870.0,78400.0,742.0,Employed,0,180,Semi-Urban,1
LP001415,Male,35,4440.0,156800.0,689.0,Employed,2,360,Urban,1
LP001416,Male,36,1410.0,43700.0,651.0,Unemployed,0,360,Semi-Urban,0
LP001417,Male,35,2170.0,67300.0,765.0,Employed,2,360,Urban,1
LP001418,Male,50,10090.0,210700.0,727.0,Employed,2,120,Urban,1
LP001419,Female,44,9940.0,390800.0,694.0,Self-Employed,0,360,Urban,1
LP001420,Female,21,13390.0,196200.0,669.0,Employed,1,120,Urban,1
LP001421,Female,45,800.0,20800.0,588.0,Unemployed,0,120,Rural,0
LP001422,Female,40,2760.0,102800.0,659.0,Self-Employed,0,360,Semi-Urban,1
LP001423,Male,37,4940.0,44200.0,763.0,Employed,0,12,Rural,1
LP001424,Male,33,9870.0,187200.0,722.0,Self-Employed,1,360,Semi-Urban,1
LP001425,Male,50,5250.0,88300.0,651.0,Employed,0,60,Urban,1
LP001426,Male,48,2450.0,114500.0,779.0,Employed,0,360,Urban,1
LP001427,Male,29,5660.0,184800.0,658.0,Employed,1,120,Urban,1
LP001428,Female,42,9670.0,235600.0,609.0,Employed,0,180,Urban,1
LP001429,Male,27,6180.0,69200.0,679.0,Self-Employed,0,120,Semi-Urban,1
LP001430,Male,22,1330.0,33200.0,518.0,Unemployed,0,180,Semi-Urban,0
LP001431,Male,31,8320.0,273800.0,750.0,Employed,0,120,Urban,1
LP001432,Female,47,6100.0,,616.0,Employed,1,240,Urban,1
LP001433,Male,48,920.0,9200.0,571.0,Unemployed,0,12,Urban,0
LP001434,Male,43,4700.0,78700.0,680.0,Employed,4,36,Urban,0
LP001435,Male,45,5530.0,99200.0,626.0,Employed,1,60,Urban,0
LP001436,Female,43,7940.0,107000.0,710.0,Employed,0,180,Rural,1
LP001437,Male,30,1650.0,35200.0,506.0,Unemployed,0,360,Urban,0
LP001438,Female,42,4250.0,85600.0,698.0,Employed,0,360,Semi-Urban,1
LP001439,Female,46,7990.0,162000.0,722.0,Self-Employed,1,120,Urban,0
LP001440,Male,46,4670.0,108800.0,676.0,Self-Employed,0,180,Urban,1
LP001441,Male,51,5720.0,94600.0,682.0,Employed,0,360,Rural,1
LP001442,Female,45,2780.0,46700.0,678.0,Employed,2,120,Semi-Urban,1
LP001443,Male,41,6270.0,145700.0,658.0,Self-Employed,0,180,Urban,1
LP001444,Male,49,4180.0,102900.0,746.0,Employed,0,180,Rural,1
LP001445,Female,37,2880.0,43300.0,747.0,Self-Employed,2,60,Urban,1
LP001446,Female,28,1240.0,17600.0,510.0,Unemployed,1,12,Urban,0
LP001447,Female,36,3760.0,76700.0,812.0,Employed,0,60,Semi-Urban,1
LP001448,Female,29,7230.0,121300.0,657.0,Self-Employed,1,240,Semi-Urban,1
LP001449,Male,30,2460.0,23000.0,829.0,Self-Employed,0,36,Urban,1
LP001450,Male,36,6380.0,74200.0,658.0,Self-Employed,1,60,Urban,1
LP001451,Female,29,15450.0,280900.0,733.0,Employed,1,120,Rural,1
LP001452,Male,34,9530.0,80000.0,697.0,Employed,2,36,Urban,1
LP001453,Male,21,13410.0,287600.0,580.0,Employed,3,60,Urban,0
LP001454,Female,40,8300.0,303400.0,615.0,Self-Employed,3,360,Semi-Urban,0
LP001455,Male,38,10320.0,89500.0,717.0,Employed,3,12,Rural,1
LP001456,Male,29,3800.0,88000.0,655.0,Self-Employed,1,240,Urban,1
LP001457,Male,45,3810.0,67700.0,648.0,Employed,0,180,Semi-Urban,1
LP001458,Male,48,1200.0,22100.0,593.0,Employed,1,240,Semi-Urban,1
LP001459,Male,21,10430.0,242300.0,797.0,Employed,1,180,Semi-Urban,1
LP001460,Male,29,18550.0,439400.0,608.0,Self-Employed,2,120,Semi-Urban,1
LP001461,Male,29,4010.0,120400.0,769.0,Employed,0,360,Rural,1
LP001462,Male,27,4720.0,170800.0,564.0,Employed,3,180,Urban,1
LP001463,Female,47,3590.0,56100.0,732.0,Employed,2,360,Urban,1
LP001464,Male,35,8250.0,281700.0,670.0,Self-Employed,4,180,Rural,1
LP001465,Female,35,10080.0,311200.0,627.0,Employed,2,360,Semi-Urban,1
LP001466,Male,21,2080.0,66300.0,,Employed,0,360,Semi-Urban,1
LP001467,Male,44,1920.0,55100.0,531.0,Unemployed,0,360,Semi-Urban,0
LP001468,Female,24,2300.0,86300.0,630.0,Self-Employed,0,180,Semi-Urban,1
LP001469,Male,38,800.0,19700.0,659.0,Unemployed,0,180,Semi-Urban,0
LP001470,Female,41,7930.0,147700.0,692.0,Employed,1,360,Rural,1
LP001471,Male,52,4830.0,170500.0,561.0,Employed,2,360,Semi-Urban,1
LP001472,Female,23,12450.0,333300.0,626.0,Self-Employed,2,360,Urban,1
LP001473,Male,21,6840.0,150800.0,670.0,Employed,1,120,Semi-Urban,1
LP001474,Female,40,7360.0,223600.0,519.0,Self-Employed,0,360,Semi-Urban,0
LP001475,Male,57,2700.0,62300.0,665.0,Employed,0,120,Semi-Urban,1
LP001476,Female,51,4410.0,126000.0,734.0,Employed,0,180,Semi-Urban,1
LP001477,Male,40,8900.0,84600.0,669.0,Employed,0,60,Urban,1
LP001478,Male,32,5550.0,59900.0,699.0,Employed,1,120,Semi-Urban,1
LP001479,Female,46,7810.0,172500.0,716.0,Employed,0,360,Semi-Urban,1
LP001480,Male,27,14350.0,415600.0,654.0,Employed,0,60,Rural,0
LP001481,Male,43,2040.0,46300.0,634.0,Unemployed,0,240,Semi-Urban,1
LP001482,Female,43,5720.0,156400.0,789.0,Employed,1,180,Urban,1
LP001483,Male,49,3030.0,46100.0,565.0,Self-Employed,1,60,Semi-Urban,1
LP001484,Male,68,5370.0,154400.0,654.0,Self-Employed,1,120,Rural,1
LP001485,Male,42,9260.0,255100.0,850.0,Employed,0,180,Semi-Urban,1
LP001486,Female,32,3540.0,84600.0,622.0,Employed,3,60,Semi-Urban,0
LP001487,Male,37,6170.0,236600.0,677.0,Self-Employed,0,360,Semi-Urban,1
LP001488,Male,21,3250.0,70200.0,660.0,Employed,1,360,Urban,1
LP001489,Female,30,2760.0,45900.0,775.0,Self-Employed,1,120,Rural,1
LP001490,Female,33,5950.0,105000.0,609.0,Self-Employed,1,60,Urban,1
LP001491,Male,32,1280.0,48400.0,579.0,Unemployed,3,180,Semi-Urban,0
LP001492,Male,39,5980.0,,659.0,Employed,0,240,Urban,1
LP001493,Male,28,3240.0,73100.0,623.0,Employed,1,120,Urban,1
LP001494,Male,50,7060.0,81800.0,662.0,Employed,0,12,Semi-Urban,0
LP001495,Male,38,13960.0,408500.0,676.0,Employed,1,180,Semi-Urban,1
LP001496,Male,37,5890.0,197700.0,642.0,Self-Employed,0,360,Semi-Urban,1
LP001497,Male,34,6500.0,96900.0,763.0,Employed,0,180,Semi-Urban,1
LP001498,Male,39,9170.0,177900.0,624.0,Employed,1,180,Semi-Urban,1
LP001499,Female,47,3580.0,142800.0,690.0,Self-Employed,1,360,Semi-Urban,1
LP001500,Female,28,6650.0,169500.0,720.0,Employed,0,240,Semi-Urban,1
LP001501,Female,30,3610.0,45400.0,689.0,Employed,1,240,Semi-Urban,1
LP001502,Male,34,8740.0,244000.0,737.0,Employed,1,180,Semi-Urban,1
LP001503,Male,23,7020.0,247600.0,647.0,Self-Employed,0,360,Semi-Urban,1
LP001504,Female,28,6400.0,214400.0,726.0,Employed,1,240,Rural,1
LP001505,Female,32,3650.0,136000.0,728.0,Self-Employed,1,360,Urban,1
LP001506,Male,47,8010.0,224400.0,752.0,Employed,1,240,Rural,1
LP001507,Female,40,27150.0,500000.0,538.0,Self-Employed,0,240,Urban,0
LP001508,Female,40,3120.0,62300.0,718.0,Self-Employed,0,120,Urban,1
LP001509,Female,47,4510.0,85900.0,747.0,Employed,1,120,Urban,1
LP001510,Female,36,6170.0,102400.0,579.0,Employed,3,360,Semi-Urban,1
LP001511,Male,42,8370.0,127600.0,638.0,Employed,1,120,Urban,1
LP001512,Male,36,4270.0,68100.0,627.0,Self-Employed,0,180,Rural,1
LP001513,Female,40,1140.0,35300.0,602.0,Employed,1,120,Rural,1
LP001514,Female,31,11470.0,420700.0,694.0,Employed,2,360,Semi-Urban,1
LP001515,Male,21,8250.0,193200.0,850.0,Employed,0,60,Semi-Urban,1
LP001516,Male,36,2080.0,64300.0,568.0,Employed,4,360,Rural,0
LP001517,Male,53,3890.0,125700.0,575.0,Employed,3,240,Rural,0
LP001518,Female,48,12870.0,145000.0,681.0,Employed,0,60,Semi-Urban,1
LP001519,Female,48,12040.0,311000.0,489.0,Employed,3,180,Semi-Urban,0
LP001520,Male,51,12170.0,146700.0,627.0,Self-Employed,0,120,Semi-Urban,1
LP001521,Male,38,5580.0,133200.0,640.0,Self-Employed,2,120,Semi-Urban,0
LP001522,Male,40,5690.0,73500.0,612.0,Employed,0,180,Urban,1
LP001523,Female,31,1960.0,39600.0,669.0,Unemployed,0,36,Semi-Urban,0
LP001524,Female,34,1940.0,50700.0,582.0,Self-Employed,1,360,Urban,0
LP001525,Female,44,910.0,13100.0,612.0,Unemployed,2,36,Urban,0
LP001526,Male,51,4620.0,204600.0,790.0,Employed,0,240,Semi-Urban,1
LP001527,Male,36,9470.0,164200.0,708.0,Employed,1,180,Rural,1
LP001528,Male,33,5300.0,91500.0,669.0,Employed,0,240,Rural,1
LP001529,Male,38,16560.0,198000.0,698.0,Self-Employed,0,180,Semi-Urban,1
LP001530,Female,44,3750.0,158000.0,646.0,Employed,0,240,Semi-Urban,1
LP001531,Female,22,5270.0,140100.0,527.0,Employed,1,240,Urban,1
LP001532,Female,21,3270.0,38300.0,606.0,Employed,0,240,Semi-Urban,1
LP001533,Female,31,5450.0,54300.0,679.0,Employed,0,60,Urban,1
LP001534,Male,24,2410.0,46300.0,609.0,Employed,0,240,Urban,1
LP001535,Female,32,4150.0,87800.0,649.0,Employed,0,120,Semi-Urban,1
LP001536,Female,36,2470.0,18000.0,715.0,Employed,1,12,Urban,0
LP001537,Female,33,7960.0,283200.0,620.0,Employed,3,180,Urban,1
LP001538,Male,53,890.0,18400.0,659.0,Unemployed,0,180,Rural,1
LP001539,Male,41,10420.0,239400.0,632.0,Self-Employed,3,180,Urban,1
LP001540,Male,41,2070.0,69000.0,606.0,Unemployed,1,240,Urban,1
LP001541,Female,44,1880.0,37900.0,626.0,Self-Employed,1,120,Urban,1
LP001542,Male,25,11310.0,161400.0,580.0,Employed,1,120,Urban,1
LP001543,Male,49,21450.0,327200.0,614.0,Employed,2,36,Urban,1
LP001544,Female,37,6520.0,156400.0,625.0,Self-Employed,0,240,Semi-Urban,1
LP001545,Male,45,3820.0,112200.0,667.0,Employed,1,180,Urban,1
LP001546,Male,26,25680.0,367900.0,600.0,Employed,1,120,Rural,1
LP001547,Male,21,2630.0,73800.0,743.0,Employed,1,240,Urban,1
LP001548,Female,46,5490.0,139100.0,590.0,Employed,2,180,Semi-Urban,1
LP001549,Male,42,6000.0,128700.0,652.0,Employed,0,180,Semi-Urban,1
LP001550,Female,28,11380.0,203100.0,678.0,Employed,1,180,Semi-Urban,0
LP001551,Male,28,6620.0,211200.0,764.0,Employed,1,240,Semi-Urban,1
LP001552,Female,50,4450.0,119400.0,811.0,Self-Employed,0,240,Rural,1
LP001553,Male,24,3220.0,45000.0,817.0,Employed,0,120,Urban,1
LP001554,Male,56,4500.0,36900.0,583.0,Employed,1,60,Semi-Urban,1
LP001555,Female,28,3120.0,62100.0,617.0,Employed,2,60,Rural,1
LP001556,Male,45,6530.0,114400.0,637.0,Self-Employed,1,240,Urban,1
LP001557,Male,34,3980.0,175700.0,672.0,Employed,2,360,Urban,1
LP001558,Male,44,2390.0,60500.0,703.0,Employed,0,180,Urban,1
LP001559,Female,32,10830.0,151900.0,636.0,Employed,0,60,Semi-Urban,1
LP001560,Male,36,4130.0,198800.0,630.0,Employed,0,360,Urban,0
LP001561,Female,38,1280.0,47500.0,505.0,Unemployed,0,360,Urban,0
LP001562,Male,26,800.0,15700.0,380.0,Unemployed,0,360,Semi-Urban,0
LP001563,Male,46,5640.0,126100.0,582.0,Employed,0,240,Semi-Urban,1
LP001564,Male,32,2080.0,55300.0,745.0,Employed,1,360,Urban,1
LP001565,Male,35,7960.0,114200.0,789.0,Self-Employed,1,12,Urban,1
LP001566,Male,27,3050.0,54800.0,781.0,Employed,0,60,Semi-Urban,1
LP001567,Male,21,13920.0,146300.0,748.0,Employed,0,60,Rural,1
LP001568,Male,35,7250.0,197700.0,604.0,Employed,0,240,Semi-Urban,1
LP001569,Female,64,2090.0,15400.0,491.0,Unemployed,1,36,Rural,0
LP001570,Male,46,4030.0,123000.0,544.0,Employed,0,180,Urban,1
LP001571,Male,37,4420.0,146300.0,636.0,Employed,0,180,Urban,1
LP001572,Female,35,9800.0,241400.0,616.0,Self-Employed,3,120,Semi-Urban,1
LP001573,Male,38,4570.0,138000.0,569.0,Employed,2,360,Rural,1
LP001574,Male,44,4970.0,130900.0,712.0,Employed,0,60,Semi-Urban,1
LP001575,Female,25,1250.0,36500.0,628.0,Unemployed,0,180,Rural,0
LP001576,Female,50,5360.0,180500.0,644.0,Employed,0,360,Rural,1
LP001577,Male,45,,56300.0,544.0,Employed,2,36,Urban,0
LP001578,Female,45,3900.0,77400.0,783.0,Employed,1,240,Urban,1
LP001579,Male,42,4500.0,126700.0,682.0,Employed,0,360,Urban,1
LP001580,Male,38,1720.0,52000.0,825.0,Employed,1,360,Urban,1
LP001581,Male,45,9280.0,294800.0,686.0,,0,360,Urban,1
LP001582,Female,44,6400.0,186700.0,692.0,Employed,0,120,Rural,1
LP001583,Male,34,3670.0,71600.0,607.0,Self-Employed,0,180,Urban,1
LP001584,Male,31,15430.0,275300.0,648.0,Employed,1,36,Urban,0
LP001585,Male,39,5700.0,136700.0,563.0,Employed,0,120,Urban,1
LP001586,Male,55,3070.0,37800.0,579.0,Employed,0,60,Rural,0
LP001587,Male,24,11500.0,197100.0,735.0,Self-Employed,0,120,Semi-Urban,1
LP001588,Male,21,6760.0,237500.0,658.0,Employed,0,360,Rural,1
LP001589,Male,39,6750.0,206300.0,613.0,Employed,2,120,Rural,1
LP001590,Male,38,4300.0,125800.0,624.0,Employed,0,180,Semi-Urban,1
LP001591,Male,39,6960.0,153700.0,651.0,Employed,0,180,Urban,1
LP001592,Male,40,4700.0,149400.0,764.0,Employed,1,180,Urban,1
LP001593,Male,35,9310.0,210600.0,655.0,Self-Employed,2,360,Urban,1
LP001594,Male,54,1910.0,30900.0,556.0,Employed,2,120,Semi-Urban,0
LP001595,Female,21,4280.0,109200.0,757.0,Employed,1,240,Urban,1
LP001596,Male,28,14010.0,338100.0,809.0,Employed,0,180,Urban,1
LP001597,Female,36,3690.0,68400.0,717.0,Self-Employed,1,36,Semi-Urban,1
LP001598,Male,21,3900.0,136900.0,746.0,Employed,1,180,Semi-Urban,1
LP001599,Male,36,4250.0,80700.0,771.0,Employed,0,360,Semi-Urban,1
LP001600,Male,56,2780.0,52700.0,485.0,Employed,3,60,Urban,0
LP001601,Male,38,1610.0,13100.0,819.0,Employed,0,36,Rural,1
LP001602,Male,40,4780.0,44600.0,692.0,Employed,4,60,Semi-Urban,1
LP001603,Male,24,5850.0,239700.0,681.0,Employed,2,360,Urban,1
LP001604,Male,31,5280.0,183000.0,670.0,Employed,1,240,Rural,1
LP001605,Male,33,5020.0,174800.0,509.0,Employed,3,180,Rural,0
LP001606,Male,34,5560.0,185800.0,655.0,Employed,1,180,Urban,1
LP001607,Male,52,9530.0,432700.0,713.0,Employed,0,360,Urban,1
LP001608,Male,44,4890.0,88000.0,597.0,Employed,0,360,Semi-Urban,1
LP001609,Male,25,4220.0,167800.0,674.0,Self-Employed,0,360,Urban,1
LP001610,Female,40,1790.0,46900.0,491.0,Unemployed,0,360,Rural,0
LP001611,Male,43,1530.0,19100.0,551.0,Unemployed,1,240,Urban,1
LP001612,Female,50,5180.0,70200.0,578.0,Self-Employed,0,180,Rural,1
LP001613,Male,55,3840.0,128500.0,570.0,Employed,0,360,Semi-Urban,1
LP001614,Male,26,6760.0,177100.0,705.0,Self-Employed,1,360,Semi-Urban,1
LP001615,Female,29,6540.0,43100.0,601.0,Employed,2,12,Urban,1
LP001616,Female,24,3150.0,27800.0,643.0,Employed,0,36,Urban,1
LP001617,Male,35,5490.0,72500.0,632.0,Employed,0,360,Urban,1
LP001618,Male,43,2430.0,,850.0,,0,120,Urban,1
LP001619,Female,48,1830.0,29400.0,725.0,Self-Employed,1,360,Urban,1
LP001620,Female,37,6650.0,226600.0,733.0,Employed,0,180,Rural,1
LP001621,Male,34,4400.0,49300.0,621.0,Employed,1,60,Urban,1
LP001622,Male,39,800.0,12900.0,617.0,Unemployed,0,60,Semi-Urban,1
LP001623,Male,28,6070.0,160700.0,662.0,Employed,0,60,Semi-Urban,1
LP001624,Male,60,2740.0,86500.0,551.0,Employed,3,120,Rural,0
LP001625,Male,21,2160.0,66300.0,724.0,Unemployed,0,180,Rural,0
LP001626,Male,40,5350.0,180800.0,722.0,Employed,0,240,Urban,1
LP001627,Male,60,5300.0,165500.0,719.0,Employed,0,360,Rural,1
LP001628,Female,38,2760.0,66000.0,607.0,Employed,1,180,Semi-Urban,1
LP001629,Male,35,11670.0,156100.0,584.0,Employed,1,180,Rural,1
LP001630,Male,34,2440.0,89700.0,675.0,Self-Employed,0,180,Semi-Urban,1
LP001631,Female,36,4880.0,182900.0,636.0,Employed,0,180,Semi-Urban,1
LP001632,Female,53,3060.0,44300.0,725.0,Employed,0,180,Urban,1
LP001633,Male,21,7430.0,59800.0,730.0,Employed,1,12,Urban,1
LP001634,Male,54,4530.0,35000.0,649.0,Employed,2,12,Semi-Urban,0
LP001635,Male,22,800.0,12000.0,642.0,Unemployed,1,60,Rural,1
LP001636,Male,35,9240.0,198700.0,694.0,Employed,1,60,Semi-Urban,1
LP001637,Male,33,3740.0,68000.0,614.0,Employed,0,240,Urban,1
LP001638,Male,44,1910.0,49400.0,665.0,Employed,0,120,Rural,1
LP001639,Male,21,7560.0,245600.0,690.0,Self-Employed,0,360,Semi-Urban,1
LP001640,Male,43,1120.0,44000.0,649.0,Unemployed,0,360,Urban,1
LP001641,Male,60,5760.0,156000.0,696.0,Employed,0,360,Urban,1
LP001642,Male,23,4560.0,109800.0,637.0,Employed,1,360,Urban,1
LP001643,Male,40,7670.0,121400.0,752.0,Employed,1,120,Rural,1
LP001644,Male,30,5970.0,201100.0,638.0,Self-Employed,3,180,Rural,0
LP001645,Male,42,6080.0,113700.0,795.0,Employed,0,60,Urban,1
LP001646,Female,38,2030.0,64900.0,686.0,Self-Employed,1,360,Urban,1
LP001647,Male,30,15350.0,424000.0,567.0,Employed,2,360,Rural,1
LP001648,Female,43,5630.0,125200.0,768.0,Self-Employed,1,360,Rural,1
LP001649,Female,57,7970.0,153800.0,636.0,Employed,0,180,Semi-Urban,1
LP001650,Male,35,3430.0,142000.0,702.0,Employed,0,360,Semi-Urban,1
LP001651,Male,45,6430.0,104200.0,693.0,Employed,0,60,Urban,1
LP001652,Male,23,2650.0,39000.0,683.0,Employed,0,36,Semi-Urban,1
LP001653,Male,27,870.0,31200.0,567.0,Unemployed,1,360,Urban,0
LP001654,Female,43,1370.0,21000.0,556.0,Self-Employed,0,180,Rural,0
LP001655,Male,54,7640.0,203700.0,604.0,Self-Employed,0,360,Urban,1
LP001656,Male,41,8660.0,201500.0,764.0,Employed,1,60,Rural,1
LP001657,Male,34,2690.0,51600.0,677.0,Employed,2,360,Urban,1
LP001658,Male,37,10150.0,154300.0,823.0,Self-Employed,1,180,Rural,1
LP001659,Male,24,5590.0,221000.0,602.0,Employed,1,360,Urban,1
LP001660,Male,44,13080.0,218100.0,677.0,Employed,0,360,Semi-Urban,1
LP001661,Male,47,3390.0,95000.0,767.0,Employed,0,360,Semi-Urban,1
LP001662,Female,33,25560.0,500000.0,637.0,Employed,0,120,Urban,1
LP001663,Male,32,1460.0,59200.0,643.0,Employed,1,360,Rural,1
LP001664,Male,40,4530.0,56100.0,587.0,Employed,3,60,Semi-Urban,1
LP001665,Male,33,2130.0,42700.0,646.0,Employed,0,60,Semi-Urban,1
LP001666,Male,37,1300.0,37500.0,619.0,Unemployed,1,180,Rural,0
LP001667,Male,61,6400.0,118000.0,546.0,Employed,0,360,Rural,1
LP001668,Male,35,5860.0,186200.0,803.0,Employed,1,180,Semi-Urban,1
LP001669,Male,34,4640.0,95100.0,608.0,Employed,0,360,Rural,1
LP001670,Male,30,5860.0,71600.0,521.0,Self-Employed,0,240,Urban,1
LP001671,Male,46,29850.0,500000.0,644.0,Employed,2,120,Urban,1
LP001672,Female,36,4710.0,119800.0,651.0,Employed,1,360,Semi-Urban,1
LP001673,Male,30,7190.0,115500.0,666.0,Employed,1,36,Urban,0
LP001674,Male,52,3800.0,56700.0,703.0,Employed,0,360,Semi-Urban,1
LP001675,Male,53,6390.0,113900.0,728.0,Employed,0,120,Urban,1
LP001676,Female,31,5340.0,90500.0,806.0,Self-Employed,0,180,Semi-Urban,1
LP001677,Male,21,4730.0,132200.0,593.0,Self-Employed,2,180,Rural,0
LP001678,Male,49,14770.0,251700.0,668.0,Employed,4,60,Semi-Urban,0
LP001679,Female,30,10380.0,152700.0,733.0,Employed,0,180,Rural,1
LP001680,Female,46,1320.0,38900.0,381.0,Unemployed,0,60,Rural,0
LP001681,Female,21,5860.0,102500.0,582.0,Employed,2,120,Urban,0
LP001682,Male,47,5780.0,80000.0,583.0,Self-Employed,0,60,Urban,1
LP001683,Male,24,1500.0,51600.0,713.0,Employed,1,180,Urban,0
LP001684,Female,46,1480.0,59200.0,605.0,Unemployed,0,360,Rural,0
LP001685,Female,38,13660.0,420500.0,706.0,Self-Employed,1,180,Urban,1
LP001686,Male,27,800.0,27700.0,557.0,Unemployed,1,360,Urban,0
LP001687,Male,33,17320.0,361600.0,629.0,Self-Employed,2,240,Rural,1
LP001688,Male,45,3230.0,74000.0,642.0,Employed,2,240,Semi-Urban,1
